Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
The Skeleton Key,47907715,92907715,NA,40000000.0,12-Aug-05,PG-13,NA,Universal,Original Screenplay,Horror,Contemporary Fiction,Iain Softley,38.0,6.5,29810.0
The Skulls,35007180,35007180,NA,15000000.0,31-Mar-00,PG-13,107.0,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Rob Cohen,8.0,5.3,14903.0
Sky High,63939454,81627454,NA,60000000.0,29-Jul-05,PG,102.0,Walt Disney Pictures,Original Screenplay,Adventure,Super Hero,NA,73.0,6.6,20923.0
Slackers,4814244,4814244,NA,11000000.0,01-Feb-02,R,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,11.0,4.9,7934.0
Ready to Rumble,12372410,12372410,NA,24000000.0,07-Apr-00,PG-13,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Brian Robbins,25.0,NA,NA
Soldier,14623082,14623082,NA,75000000.0,23-Oct-98,R,NA,Warner Bros.,Original Screenplay,Action,Science Fiction,Paul Anderson,NA,NA,NA
Sleepy Hollow,101068340,207068340,NA,70000000.0,19-Nov-99,R,105.0,Paramount Pictures,Based on Book/Short Story,Horror,Historical Fiction,Tim Burton,68.0,7.5,107511.0
Lucky Number Slevin,22495466,55495466,26858545.0,27000000.0,07-Apr-06,R,NA,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Paul McGuigan,51.0,7.8,91145.0
The Secret Life of Bees,37766350,39612166,17077991.0,11000000.0,17-Oct-08,PG-13,110.0,Fox Searchlight,Based on Book/Short Story,Drama,Historical Fiction,NA,57.0,7.0,7077.0
Hannibal,165092266,350100280,NA,87000000.0,09-Feb-01,R,131.0,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,Ridley Scott,39.0,6.4,74862.0
Southland Tales,275380,364607,NA,17000000.0,14-Nov-07,R,NA,Samuel Goldwyn Films,Original Screenplay,Musical,Contemporary Fiction,Richard Kelly,NA,5.6,20172.0
Slow Burn,1237615,1237615,893953.0,15500000.0,13-Apr-07,R,93.0,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,12.0,5.9,2318.0
Sleepover,9408183,9408183,NA,10000000.0,09-Jul-04,PG,NA,MGM,Original Screenplay,Comedy,Contemporary Fiction,NA,15.0,4.6,4774.0
The Bridge of San Luis Rey,49981,1696765,NA,24000000.0,10-Jun-05,PG,NA,Fine Line,Based on Book/Short Story,Drama,NA,NA,4.0,5.0,1913.0
Slither,7802450,12834936,7475776.0,15250000.0,31-Mar-06,R,NA,Universal,Original Screenplay,Horror,Science Fiction,NA,85.0,6.6,26101.0
Slumdog Millionaire,141319928,365257315,31952272.0,14000000.0,12-Nov-08,R,116.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Danny Boyle,94.0,8.3,176325.0
Slums of Beverly Hills,5502773,5502773,NA,5000000.0,14-Aug-98,R,NA,Fox Searchlight,Based on Real Life Events,Comedy,Dramatization,Tamara Jenkins,79.0,6.4,5821.0
Small Soldiers,55143823,71743823,NA,40000000.0,10-Jul-98,PG-13,110.0,Dreamworks SKG,Original Screenplay,Comedy,Kids Fiction,Joe Dante,46.0,5.9,20571.0
Mr. And Mrs. Smith,186336279,478336279,NA,110000000.0,10-Jun-05,PG-13,112.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Doug Liman,NA,4.7,189.0
Smokin' Aces,35662731,56047261,35817034.0,17000000.0,26-Jan-07,R,108.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Joe Carnahan,28.0,6.6,57313.0
Someone Like You,27338033,38684906,NA,23000000.0,30-Mar-01,PG-13,97.0,20th Century Fox,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Tony Goldwyn,41.0,5.8,10073.0
Death to Smoochy,8355815,8374062,NA,50000000.0,29-Mar-02,R,NA,Warner Bros.,Original Screenplay,Black Comedy,Contemporary Fiction,Danny De Vito,42.0,6.2,22379.0
Simply Irresistible,4398989,4398989,NA,6000000.0,05-Feb-99,PG-13,NA,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,14.0,4.8,6927.0
Summer Catch,19693891,19693891,NA,17000000.0,24-Aug-01,PG-13,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,NA,7.0,4.6,6848.0
There's Something About Mary,176484651,360099999,NA,22000000.0,15-Jul-98,R,119.0,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,83.0,7.2,96443.0
Snake Eyes,55591409,103891409,NA,73000000.0,07-Aug-98,R,99.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,41.0,5.8,29321.0
Snakes on a Plane,34020814,62020814,23704179.0,33000000.0,18-Aug-06,R,105.0,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,68.0,6.0,65841.0
Lemony Snicket's A Series of Unfortunate Events,118627117,201627117,NA,100000000.0,17-Dec-04,PG,108.0,Paramount Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,71.0,6.9,51614.0
House of Sand and Fog,13005485,16157923,NA,16500000.0,19-Dec-03,R,NA,Dreamworks SKG,Based on Book/Short Story,Drama,Contemporary Fiction,NA,75.0,7.8,29777.0
A Sound of Thunder,1900451,6300451,NA,80000000.0,02-Sep-05,PG-13,NA,Warner Bros.,Based on Book/Short Story,Action,Science Fiction,Peter Hyams,6.0,4.1,9915.0
See No Evil,15032800,15387513,45391536.0,8000000.0,19-May-06,R,NA,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,NA,9.0,5.0,10035.0
The Shipping News,11405825,24405825,NA,35000000.0,25-Dec-01,R,NA,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,55.0,6.7,17338.0
Shanghai Knights,60470220,60470220,NA,50000000.0,07-Feb-03,PG-13,114.0,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66.0,6.2,24893.0
Shanghai Noon,56932305,71189835,NA,55000000.0,26-May-00,PG-13,110.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Tom Dey,78.0,6.6,32446.0
Snow Dogs,81150692,115010692,NA,32000000.0,18-Jan-02,PG,99.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brian Levant,23.0,4.9,7561.0
Snow Falling on Cedars,14378353,14378353,NA,36000000.0,24-Dec-99,PG-13,NA,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,NA,40.0,6.7,8444.0
Sunshine,3688560,32030610,6342481.0,40000000.0,20-Jul-07,R,108.0,Fox Searchlight,Original Screenplay,Thriller/Suspense,Science Fiction,Danny Boyle,74.0,7.3,74535.0
Snatch,30093107,83593107,NA,10000000.0,08-Dec-00,R,103.0,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Guy Ritchie,NA,8.2,173919.0
Snow Day,60008303,62452927,NA,13000000.0,11-Feb-00,PG,89.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,26.0,4.4,4611.0
Sorority Boys,10198766,12516222,NA,12000000.0,22-Mar-02,R,NA,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,13.0,5.1,7392.0
Solaris,14970038,14970038,NA,47000000.0,27-Nov-02,PG-13,NA,20th Century Fox,Remake,Drama,Science Fiction,Steven Soderbergh,65.0,6.2,33151.0
Solitary Man,4354546,4354546,NA,12500000.0,21-May-10,R,NA,Anchor Bay Entertainment,NA,Drama,NA,NA,NA,6.7,1936.0
The Soloist,31720158,38286958,10310814.0,60000000.0,24-Apr-09,PG-13,117.0,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Joe Wright,NA,6.7,14257.0
Songcatcher,3050934,3050934,NA,1800000.0,15-Jun-01,PG-13,NA,Lionsgate,Original Screenplay,Drama,Historical Fiction,NA,NA,6.9,1997.0
Sonny,17639,17639,NA,4000000.0,27-Dec-02,R,NA,NA,NA,NA,NA,NA,23.0,5.7,1941.0
Standard Operating Procedure,228830,228830,NA,5000000.0,25-Apr-08,R,NA,Sony Pictures Classics,Based on Real Life Events,Documentary,Factual,NA,80.0,7.5,1640.0
The Sorcerer's Apprentice,62492818,200092818,NA,160000000.0,14-Jul-10,PG,110.0,Walt Disney Pictures,Based on Short Film,Adventure,Fantasy,NA,42.0,6.4,9108.0
Soul Food,43492389,43492389,NA,7500000.0,26-Sep-97,R,114.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,NA,80.0,6.4,2636.0
Soul Plane,13922211,14553807,NA,16000000.0,28-May-04,R,NA,MGM,Original Screenplay,Comedy,Contemporary Fiction,NA,19.0,3.7,9143.0
"South Park: Bigger, Longer & Uncut",52037603,52037603,NA,21000000.0,30-Jun-99,R,80.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Trey Parker,80.0,NA,NA
Space Jam,90463534,250200000,NA,80000000.0,15-Nov-96,PG,87.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,Joe Pytka,36.0,5.6,29293.0
Spanglish,42044321,54344321,NA,75000000.0,17-Dec-04,PG-13,103.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,James L. Brooks,52.0,6.7,30660.0
Spawn,54979992,87949859,NA,40000000.0,31-Jul-97,PG-13,97.0,New Line,Based on Comic/Graphic Novel,Action,Contemporary Fiction,NA,20.0,4.8,21366.0
Superbad,121463226,169863226,134555373.0,17500000.0,17-Aug-07,R,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Greg Mottola,87.0,7.8,134212.0
SpongeBob SquarePants,85416609,140416609,NA,30000000.0,19-Nov-04,PG,90.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,NA,NA,NA,NA
Space Chimps,30105968,59517784,13349286.0,37000000.0,18-Jul-08,G,NA,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,NA,36.0,4.5,4324.0
Space Cowboys,90454043,128874043,NA,65000000.0,04-Aug-00,PG-13,130.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,Clint Eastwood,79.0,6.3,29983.0
Spider,1641788,1641788,NA,10000000.0,28-Feb-03,R,NA,Sony Pictures Classics,Based on Book/Short Story,Drama,Contemporary Fiction,David Cronenberg,NA,7.8,560.0
Speed Racer,43945766,93394462,14217924.0,120000000.0,09-May-08,PG,NA,Warner Bros.,Based on TV,Action,Science Fiction,Andy Wachowski,38.0,6.3,32672.0
The Spiderwick Chronicles,71195053,162839667,27525903.0,92500000.0,14-Feb-08,PG,NA,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Mark Waters,79.0,6.8,18715.0
Speedway Junky,17127,17127,NA,1000000.0,31-Aug-01,R,NA,NA,NA,NA,NA,NA,NA,3.7,1205.0
Speed II: Cruise Control,48097081,150468000,NA,110000000.0,13-Jun-97,PG-13,125.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Jan De Bont,NA,3.4,30896.0
Sphere,37068294,50168294,NA,73000000.0,13-Feb-98,PG-13,132.0,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Barry Levinson,12.0,5.6,31461.0
Spiceworld,29342592,56042592,NA,25000000.0,23-Jan-98,PG,92.0,Sony Pictures,Musical Group Movie,Comedy,Contemporary Fiction,NA,NA,2.9,18010.0
Spider-Man 2,373524485,783705001,4196484.0,200000000.0,30-Jun-04,PG-13,127.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,93.0,7.7,141940.0
Spider-Man 3,336530303,890871626,124058348.0,258000000.0,04-May-07,PG-13,139.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,63.0,6.4,141513.0
Spider-Man,403706375,821708551,NA,139000000.0,03-May-02,PG-13,121.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,89.0,7.4,167524.0
Scott Pilgrim vs. The World,31167395,43149143,NA,85000000.0,13-Aug-10,PG-13,112.0,Universal,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Edgar Wright,81.0,8.1,17461.0
See Spot Run,33357476,43057552,NA,16000000.0,02-Mar-01,PG,97.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,NA,24.0,4.9,3673.0
Superman Returns,200120000,391120000,81580739.0,232000000.0,28-Jun-06,PG-13,157.0,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Bryan Singer,76.0,6.6,102751.0
Supernova,14218868,14218868,NA,60000000.0,14-Jan-00,PG-13,NA,MGM,Original Screenplay,Action,Science Fiction,Francis Ford Coppola,10.0,6.8,127.0
Spirited Away,10049886,274949886,NA,19000000.0,20-Sep-02,PG,NA,Walt Disney Pictures,Original Screenplay,Adventure,Fantasy,Hayao Miyazaki,NA,NA,NA
Spun,410241,1022649,NA,4500000.0,14-Mar-03,R,NA,NA,NA,NA,NA,NA,NA,6.6,16011.0
Spy Game,62362560,143049560,NA,90000000.0,21-Nov-01,R,126.0,Universal,Original Screenplay,Action,Contemporary Fiction,Tony Scott,65.0,6.9,44850.0
Spy Kids 2: The Island of Lost Dreams,85846296,119721296,NA,38000000.0,07-Aug-02,PG,100.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,75.0,NA,NA
Spy Kids 3-D: Game Over,111760631,167851995,NA,40000000.0,25-Jul-03,PG,84.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,NA,4.1,12352.0
Spy Kids,112692062,197692062,NA,35000000.0,30-Mar-01,PG,88.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,93.0,5.7,23479.0
The Square,406216,406216,NA,1900000.0,09-Apr-10,R,NA,Apparition,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,6.8,1303.0
The Squid and the Whale,7372734,11098131,NA,1500000.0,05-Oct-05,R,NA,IDP/Goldwyn/Roadside,Based on Real Life Events,Drama,Dramatization,Noah Baumbach,93.0,7.6,23521.0
Serendipity,50255310,75294136,NA,28000000.0,05-Oct-01,PG-13,91.0,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,58.0,6.6,32014.0
Saint Ralph,795126,795126,NA,5200000.0,05-Aug-05,PG-13,NA,Samuel Goldwyn Films,Original Screenplay,Comedy,Historical Fiction,NA,NA,7.5,3492.0
Shaolin Soccer,488872,42776032,NA,10000000.0,02-Apr-04,PG-13,NA,Miramax,Original Screenplay,Comedy,NA,Stephen Chow,91.0,NA,NA
Superstar,30628981,30628981,NA,14000000.0,08-Oct-99,PG-13,82.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,NA,33.0,6.0,103.0
Soul Survivors,3100650,4288246,NA,14000000.0,07-Sep-01,PG-13,NA,Artisan,Original Screenplay,Horror,Contemporary Fiction,NA,4.0,3.6,5116.0
Spirit: Stallion of the Cimarron,73215310,106515310,NA,80000000.0,24-May-02,G,84.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Kelly Asbury,NA,6.6,8622.0
Star Wars Ep. II: Attack of the Clones,310676740,656695615,NA,115000000.0,16-May-02,PG,142.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
Star Wars Ep. III: Revenge of the Sith,380270577,848998877,NA,115000000.0,19-May-05,PG-13,140.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
Starship Troopers,54768952,121100000,NA,100000000.0,07-Nov-97,R,129.0,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60.0,7.1,83516.0
The Station Agent,5801558,7773824,NA,500000.0,03-Oct-03,R,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,NA,95.0,7.8,22274.0
Stay Alive,23086480,23187506,13333591.0,20000000.0,24-Mar-06,PG-13,91.0,Walt Disney Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,9.0,4.5,13658.0
Small Time Crooks,17266359,29934477,NA,18000000.0,19-May-00,PG,NA,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,66.0,6.5,15636.0
Steel,1686429,1686429,NA,16000000.0,15-Aug-97,PG-13,NA,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,NA,12.0,2.7,4409.0
How Stella Got Her Groove Back,37672944,37672944,NA,20000000.0,14-Aug-98,R,124.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,NA,49.0,5.1,3080.0
The Stepford Wives,59475623,96221971,NA,100000000.0,11-Jun-04,PG-13,93.0,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Frank Oz,26.0,5.1,26712.0
Stepmom,91137662,119709917,NA,50000000.0,25-Dec-98,PG-13,127.0,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43.0,6.2,18505.0
Stomp the Yard,61356221,76356221,33252252.0,14000000.0,12-Jan-07,PG-13,113.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,NA,26.0,4.3,13737.0
Stranger Than Fiction,40435190,45235190,30936711.0,30000000.0,10-Nov-06,PG-13,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72.0,7.8,74218.0
The Legend of Suriyothai,454255,454255,NA,9000000.0,20-Jun-03,R,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stick It,26910736,30399714,27642935.0,20000000.0,28-Apr-06,PG-13,103.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,31.0,5.9,9556.0
Stigmata,50041732,89441732,NA,32000000.0,10-Sep-99,R,103.0,MGM,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22.0,6.0,29411.0
A Stir of Echoes,21133087,21133087,NA,12000000.0,10-Sep-99,R,110.0,Artisan,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,David Koepp,NA,7.1,26752.0
Street Kings,26415649,65589243,13420759.0,20000000.0,11-Apr-08,R,NA,Fox Searchlight,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,36.0,7.0,40291.0
Stuart Little,140015224,298800000,NA,105000000.0,17-Dec-99,PG,92.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65.0,5.8,23226.0
Stuart Little 2,64956806,166000000,NA,120000000.0,19-Jul-02,PG,78.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83.0,5.6,7534.0
Stealth,32116746,76416746,NA,138000000.0,29-Jul-05,PG-13,NA,Sony Pictures,Original Screenplay,Action,Science Fiction,Rob Cohen,13.0,4.8,21664.0
Steamboy,468867,10468867,NA,20000000.0,18-Mar-05,PG-13,NA,Sony Pictures,Original Screenplay,Action,NA,NA,NA,NA,NA
The Statement,765637,1545064,NA,27000000.0,12-Dec-03,R,NA,Sony Pictures,NA,Thriller/Suspense,NA,Norman Jewison,23.0,6.0,2735.0
Stolen Summer,119841,119841,NA,1500000.0,22-Mar-02,PG,NA,Miramax,NA,NA,NA,NA,35.0,6.4,1733.0
Stop-Loss,10915744,11179472,4736139.0,25000000.0,28-Mar-08,R,NA,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Kimberly Peirce,NA,6.5,9268.0
The Perfect Storm,182618434,328711434,NA,120000000.0,30-Jun-00,PG-13,130.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47.0,6.2,55716.0
The Story of Us,27100030,27100030,NA,50000000.0,15-Oct-99,R,74.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28.0,5.6,10720.0
The Stepfather,29062561,29227561,6587798.0,20000000.0,16-Oct-09,PG-13,NA,Sony/Screen Gems,Remake,Thriller/Suspense,Contemporary Fiction,NA,11.0,5.3,6263.0
State of Play,37017955,91445389,13578224.0,60000000.0,17-Apr-09,PG-13,127.0,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84.0,7.3,34067.0
The Sisterhood of the Traveling Pants 2,44089964,44154645,15266725.0,27000000.0,06-Aug-08,PG-13,111.0,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,NA,64.0,6.2,6557.0
Sisterhood of the Traveling Pants,39053061,41560117,NA,25000000.0,01-Jun-05,PG,NA,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ken Kwapis,NA,NA,NA
Step Up,65328121,115328121,51317604.0,12000000.0,11-Aug-06,PG-13,98.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19.0,6.1,21691.0
The Straight Story,6197866,6197866,NA,10000000.0,15-Oct-99,G,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,David Lynch,95.0,8.0,36265.0
Star Trek: First Contact,92027888,150000000,NA,46000000.0,22-Nov-96,PG-13,111.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,NA,7.6,45106.0
Star Trek: Insurrection,70187658,117800000,NA,70000000.0,11-Dec-98,PG,100.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,NA,6.4,26559.0
Star Trek: Nemesis,43254409,67312826,NA,60000000.0,13-Dec-02,PG-13,117.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,NA,NA,6.4,28449.0
Alex Rider: Operation Stormbreaker,659210,9351567,NA,40000000.0,13-Oct-06,PG,NA,Weinstein Co.,Based on Book/Short Story,Action,Contemporary Fiction,NA,NA,NA,NA
The Strangers,52597610,80597610,15789825.0,9000000.0,30-May-08,R,85.0,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,44.0,6.0,35078.0
Super Troopers,18492362,23046142,NA,3000000.0,15-Feb-02,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Jay Chandrasekhar,NA,6.8,29514.0
Strangers with Candy,2072645,2077844,NA,2000000.0,28-Jun-06,R,NA,ThinkFilm,Based on TV,Comedy,Contemporary Fiction,NA,NA,5.9,4941.0
Star Wars Ep. I: The Phantom Menace,431088297,924288297,NA,115000000.0,19-May-99,PG,133.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
Stuck On You,33832741,63537164,NA,55000000.0,12-Dec-03,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60.0,5.9,23196.0
Step Up 2 the Streets,58017783,150017783,21801408.0,17500000.0,14-Feb-08,PG-13,NA,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,25.0,5.6,20345.0
The Sum of All Fears,118471320,193500000,NA,68000000.0,31-May-02,PG-13,124.0,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59.0,6.3,38586.0
Sunshine State,3064356,3064356,NA,5600000.0,21-Jun-02,PG-13,NA,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,John Sayles,80.0,6.8,2769.0
Supercross,3102550,3252550,NA,30000000.0,17-Aug-05,PG-13,NA,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,NA,6.0,2.9,2514.0
Surf's Up,58867694,145395745,46260220.0,100000000.0,08-Jun-07,PG,86.0,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,NA,77.0,7.0,20974.0
Surrogates,38577772,119668350,11099238.0,80000000.0,25-Sep-09,PG-13,104.0,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39.0,6.3,36940.0
Summer of Sam,19288130,19288130,NA,22000000.0,02-Jul-99,R,142.0,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50.0,6.5,18431.0
Savage Grace,434417,968805,NA,4600000.0,28-May-08,Not Rated,NA,IFC Films,Based on Book/Short Story,Drama,Dramatization,NA,NA,5.7,3838.0
Saving Private Ryan,216335085,481635085,NA,65000000.0,24-Jul-98,R,169.0,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91.0,8.5,270540.0
S.W.A.T.,116877597,198100000,NA,70000000.0,08-Aug-03,PG-13,117.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,NA,48.0,5.9,43260.0
Sideways,71502303,109705641,NA,17000000.0,22-Oct-04,R,125.0,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97.0,7.8,69778.0
Shall We Dance?,57887882,118097882,NA,40000000.0,15-Oct-04,PG-13,106.0,Miramax,Remake,Romantic Comedy,Contemporary Fiction,Peter Chelsom,NA,7.6,2192.0
